matiere,cours,question n,source,texte de la question,option A,option B,option C,option D,option E,reponse
theme 10,La région retro peritoneale laterale,3,"(Janvier 2021, [niveau1])",Choisir la (les) bonne(s) réponse(s):,Sur son bord médial le rein droit est en rapport avec le bloc duodénopancréatique attaché par le fascia de Toldt,La graisse para rénale est située entre le rein et le fascia rénal.,"Sur un plan frontal, le grand axe du rein est oblique caudalement et latéralement,",La face antérieure du rein droit est divisée par l'insertion de la racine du mésocolon transverses.,Le poumon gauche est un rapport postérieur du rein gauche.,C
theme 10,La région retro peritoneale laterale,4,"(Janvier 2019, [niveau1])","Concernant les rapports anatomiques du rein, quelles sont les propositions justes?",Le muscle carré des lombes est le principal rapport musculaire du rein.,La face ventrale du rein gauche répond au corps du pancréas,Le cul de sac pleural costo-diaphragmatique répond en avant au pôle inférieur du rein.,Le rein répond en dehors au péritoine pariétal dorsal par l'intermédiaire de la gouttière pariéto-colique.,Le rein droit a des rapports aussi bien sus que sous mésocoliques.,D
theme 10,La région retro peritoneale laterale,5,"(Janvier 2019, [niveau1])","Concernant les glandes surrénales, quelles sont les propositions justes?",La surrénale répond en arrière au cul de sac pleural costo-diaphragmatique.,La surrénale gauche répond en avant à l'angle colique gauche.,La surrénale répond en bas au pédicule vasculaire rénal.,La veine surrénalienne moyenne droite se jette dans la veine rénale homolatérale,L'artère phrénique inférieure participe à la vascularisation artérielle de la surrénale.,E
theme 10,La région retro peritoneale laterale,6,"(Juin 2016, [niveau1])",Les glandes surrénales :,Sont des glandes à sécrétion mixte endocrine et exocrine,Sont constituées d'une zone corticale et d'une zone médullaire,Reçoivent une innervation végétative qui leur provient du plexus coeliaque.,Sont séparées du rein par le fascia de Zuckerkandl,Pèsent environ 150 g chacune.,B
theme 10,La région retro peritoneale laterale,7,"(Mai 2009, [niveau1])",Les artères rénales :,"Elles assurent la vascularisation du rein, de l'uretère proximal et de la surrénale.",Leurs variations anatomiques sont rares.,"La branche antérieure, pré-pyélique, se divise en 3 ou 4 rameaux pour la partie antérieure du rein, donnant une artère polaire inférieure.","L'artère rénale gauche est longue, la droite courte et rétro-cave.","Ce sont des artères terminales, sans anastomoses entre leurs branches.",ACE
theme 10,La région retro peritoneale laterale,8,"(Décembre 2003, [niveau1])",Le rein droit:,Est plus haut situé que le rein gauche.,Son pôle supérieur se projette en regard du bord inférieur de la onzième côte.,Son pôle inférieur arrive jusqu'au disque vertébral inter L3-L4.,Il peut occuper une position ectopique pelvienne ou iliaque.,Son sinus regarde obliquement vers le dedans et vers l'arrière.,BD
theme 10,La région retro peritoneale laterale,9,"(Décembre 2003, [niveau1])",Le bassinet:,Résulte de la confluence des calices de deuxième ordre.,Est toujours intra-sinusal.,Il est en forme d'entonnoir à base supéro-externe.,Il occupe la position la plus antérieure au niveau du pédicule rénal.,Il reçoit sa vascularisation à partir de l'artère rénale.,ACE
theme 10,La région retro peritoneale laterale,10,"(Décembre 2003, [niveau1])",Le fascia pré rénal:,Est plus épais que le fascia rétro rénal.,Tapisse la face antérieure du rein.,"Accompagne, en dedans les éléments du pédicule rénal.",Se continue vers le bas avec le fascia iliaque.,Se continue vers le haut avec le diaphragme.,BC
theme 10,La région retro peritoneale laterale,11,"(Décembre 2003, [niveau1])",Les artères rénales:,Sont de type terminal.,"Naissent des faces latérales de l'aorte abdominale, au-dessous de l'artère mésentérique inférieure.",Jouent un rôle purement fonctionnel du rein.,Fournissent l'artère surrénalienne moyenne.,Constituent l'élément le plus postérieur du pédicule rénal.,A
theme 10,La région retro peritoneale laterale,12,"(Décembre 2003, [niveau1])",La veine rénale droite:,Est plus longue que la veine rénale gauche.,Reçoit la veine surrénalienne moyenne droite.,Reçoit la veine gonadique droite.,Reçoit les veines urétériques supérieures droites.,Communique avec le système cave supérieur par l'intermédiaire de l'arc réno-azygo-lombaire.,D
theme 10,La région retro peritoneale laterale,13,"(Juillet 2003, [niveau1])",Les vaisseaux du rein:,La veine rénale gauche passe en arrière de l'artère mésentérique supérieure.,La veine rénale gauche forme la limite inférieure du quadrilatère de Rogie.,L'artère rénale gauche donne l'artère spermatique gauche.,La veine rénale droite est située en arrière de l'artère rénale droite.,Aucune réponse n’est juste.,AB
theme 10,La région retro peritoneale laterale,14,"(Juillet 2003, [niveau1])",Les rapports du rein:,La face postérieure du rein gauche répond aux 1ère et 12ème côtes.,La face antérieure du rein gauche répond à la 4ème portion du duodénum.,La face antérieure du rein droit est en rapport avec la 2ème portion du duodénum.,La face antérieure du rein droit répond à la face inférieure du foie.,Aucune réponse n’est juste.,CD
theme 10,La région retro peritoneale laterale,15,"(Juillet 2001, [niveau1])",Les vaisseaux du rein:,La veine rénale gauche forme la limite inférieure du quadrilatère de Rogie.,L'artère rénale droite est rétro cave.,La veine rénale droite est située en arrière de l'artère rénale droite.,L'artère rénale gauche donne l'artère spermatique gauche.,Les veines rénales sont anastomosées avec les veines azygos.,AB
theme 10,La région retro peritoneale laterale,16,"(Juillet 2001, [niveau1])",Les rapports du rein:,La face postérieure du rein répond aux fibres verticales du diaphragme issue de l'arcade du psoas et de l'arcade du carré des lombes.,À la partie supérieure du rein les rapports antérieurs s'effectuent par l'intermédiaire du péritoine pariétal postérieur avec la face inférieure du foie.,Le bord interne de la face antérieure du rein droit répond au deuxième duodénum.,La face antérieure du rein gauche est divisée par le méso colon transverse en deux étages.,La face antérieure du rein gauche est en rapport avec le petit épiploon.,ABCD
theme 10,La région retro peritoneale laterale,17,"(Juillet 2001, [niveau1])",Le rein:,Le pôle supérieur du rein est plus écarté de la ligne médiane que le pôle inférieur.,Au niveau du hile la capsule rénale se réfléchit pour tapisser les parois du sinus et de continuer avec l'adventice des cavités excrétrices et des vaisseaux.,Les pyramides de Malpighi sont formées des parenchymes foncés triangulaire à base externe qui constitue la zone médullaire.,Le sinus rénal s'ouvre dans la face antérieure du rein.,Le rein droit est plus bas situé que le rein gauche.,BCDE
theme 10,La région retro peritoneale laterale,18,"(Juillet 2001, [niveau1])",Les pédicules rénaux:,Le pédicule rénal est constitué seulement du segment initial de la voie excrétrice et de la veine rénale.,Le segment initial de la voie excrétrice est constitué par le bassinet.,Le trajet de l'artère rénale est différent à droite et à gauche.,"À droite comme à gauche, la veine rénale naît de la confluence au bord interne du sinus du rein de veines péri-calicielles.",Le bassinet est situé à la partie la plus postérieure et la plus externe du pédicule.,BCE
theme 10,La région retro peritoneale laterale,19,"(Novembre 1999, [niveau1])",La loge rénale:,La loge rénale correspond à la loge rétropéritonéale latérale.,La graisse para rénale (Gérota) sépare le fascia du Zuckerkandl de la paroi lombaire postérieure.,Le fascia rénal se fixe sur les bords du hile rénal et se prolonge avec la gaine vasculaire de l'aorte de la veine cave inférieure.,Le fascia rénal est directement appliqué à la capsule rénale.,Le fascia rénal est en rapport avec les 2 nerfs abdomino-génitaux.,A
theme 10,La région retro peritoneale laterale,20,"(Novembre 1999, [niveau1])",Les artères du rein:,L'artère rénale gauche forme la limite inférieure du quadrilatère de Rogie.,L'artère rénale droite est totalement rétro cave.,Les artères rénales sont de type terminal.,La branche antérieure (pré pyélique) de l'artère rénale contourne le bord supérieur du bassinet.,Le réseau artériel exo rénal s'anastomose avec l'artère rénale.,BC
theme 10,La région retro peritoneale laterale,21,"(Novembre 1999, [niveau1])",Le rein droit:,Est un organe intra péritonéal.,Se projette en regard des trois dernières vertèbres lombaires.,Est en rapport en avant avec le lobe droit du foie.,Est en rapport en dedans avec la veine cave inférieure et de l'aorte abdominale.,Est situé au niveau de la fosse lombaire droite.,CDE
theme 10,La région retro peritoneale laterale,22,"(Juillet 1999, [niveau1])",La loge rénale:,Contient le rein et l'uretère lombaire.,Est entièrement fermée par du péritoine.,Le rein droit est plus bas situé que le rein gauche.,Le corps adipeux para rénal (Gérota) est le fascia péri rénal.,Le pôle inférieur du rein est latéral.,ACE
theme 10,La région retro peritoneale laterale,23,"(Juillet 1999, [niveau1])",Les rapports du rein:,Le pancréas est un rapport antérieur des 2 reins.,Le duodénum est un rapport antérieur du rein gauche.,Le rein droit répond à la 11ème et à la 12ème côtes.,La face inférieure du foie est le rapport le plus important du rein droit.,L'estomac est un rapport antérieur du rein droit.,DE
theme 10,La région retro peritoneale laterale,24,"(Juillet 1999, [niveau1])",Quels sont les éléments qui appartiennent au plan superficiel de la paroi lombaire?,Quadrilatère de Grynfelt.,Triangle de Jean Louis Petit.,Muscle grand dorsal.,Muscle petit dentelé postérieur et inférieur.,Muscle petit oblique.,BC
theme 10,La région retro peritoneale laterale,25,"(Décembre 1998, [niveau1])",Le rein droit:,Son pôle supérieur est médial.,Son fascia péri rénal est directement appliqué à la capsule rénale.,Sa face postérieure est convexe.,Est divisé en 4 segments.,Répond en avant au duodénum et au pancréas.,AC
theme 10,La région retro peritoneale laterale,26,"(Décembre 1998, [niveau1])",Le pédicule rénal:,La veine rénale est l'élément le plus postérieur.,La veine rénale gauche limite en bas le quadrilatère de Rogie.,L'artère rénale droite donne l'artère gonadique droite.,Le pédicule rénal droit est plus court que le gauche.,La branche pré pyélique de l'artère rénale contourne le bord supérieur du bassinet.,B
theme 10,La région retro peritoneale laterale,27,"(Juillet 2004, [niveau1])",La veine rénale gauche reçoit:,La veine génitale gauche.,La veine capsulaire gauche.,La veine mésentérique supérieure.,La veine mésentérique inférieure.,La veine splénique.,A
theme 10,La région retro peritoneale laterale,28,"(Juillet 2004, [niveau1])",Le pédicule rénal:,La veine rénale est l'élément le plus postérieur.,La veine rénale gauche limite en bas le quadrilatère de Rogie.,L'artère rénale droite donne l'artère gonadique droite.,La branche pré pyélique de l'artère rénale contourne le bord supérieur du bassinet.,Aucune réponse n’est juste.,B
theme 10,La région retro peritoneale laterale,29,"(Juillet 2004, [niveau1])",La veine rénale gauche:,Est plus courte que la veine rénale droite.,Est croisée en avant par l'artère mésentérique supérieure.,Se jette au niveau de la veine porte.,Reçoit la veine génitale gauche.,Reçoit la veine génitale gauche.,BDE
